統編,分類,子分類,項目,單位,年份,數值
11825825,G,收入、成本與淨利,營業成本,仟元,2017,1746806
11825825,G,收入、成本與淨利,營業費用,仟元,2017,792744
11825825,G,收入、成本與淨利,淨利,仟元,2017,-458939
7435901,G,收入、成本與淨利,營業收入,仟元,2017,1487951
7435901,G,收入、成本與淨利,營業成本,仟元,2017,1202010
7435901,G,收入、成本與淨利,營業費用,仟元,2017,411877
7435901,G,收入、成本與淨利,淨利,仟元,2017,1232439
11311608,G,收入、成本與淨利,營業收入,仟元,2017,681370
11311608,G,收入、成本與淨利,營業成本,仟元,2017,642228
11311608,G,收入、成本與淨利,營業費用,仟元,2017,34766
11311608,G,收入、成本與淨利,淨利,仟元,2017,45935
14001199,G,收入、成本與淨利,營業收入,仟元,2017,40705664
14001199,G,收入、成本與淨利,營業成本,仟元,2017,35566893
14001199,G,收入、成本與淨利,營業費用,仟元,2017,2677281
14001199,G,收入、成本與淨利,淨利,仟元,2017,4760016
68919301,G,收入、成本與淨利,營業收入,仟元,2017,21063133
68919301,G,收入、成本與淨利,營業成本,仟元,2017,18613286
68919301,G,收入、成本與淨利,營業費用,仟元,2017,2135027
68919301,G,收入、成本與淨利,淨利,仟元,2017,685255
51037304,G,收入、成本與淨利,營業收入,仟元,2017,1622579
51037304,G,收入、成本與淨利,營業成本,仟元,2017,1629985
51037304,G,收入、成本與淨利,營業費用,仟元,2017,186463
51037304,G,收入、成本與淨利,淨利,仟元,2017,-273859
7663290,G,收入、成本與淨利,營業收入,仟元,2017,11104529
7663290,G,收入、成本與淨利,營業成本,仟元,2017,10288367
7663290,G,收入、成本與淨利,營業費用,仟元,2017,715115
7663290,G,收入、成本與淨利,淨利,仟元,2017,-47988
7015014,G,收入、成本與淨利,營業收入,仟元,2017,1609971
7015014,G,收入、成本與淨利,營業成本,仟元,2017,1510224
7015014,G,收入、成本與淨利,營業費用,仟元,2017,124524
7015014,G,收入、成本與淨利,淨利,仟元,2017,12441
73641170,G,收入、成本與淨利,營業收入,仟元,2017,527239
73641170,G,收入、成本與淨利,營業成本,仟元,2017,458013
73641170,G,收入、成本與淨利,營業費用,仟元,2017,113296
73641170,G,收入、成本與淨利,淨利,仟元,2017,-40499
33955322,G,收入、成本與淨利,營業收入,仟元,2017,16591706
33955322,G,收入、成本與淨利,營業成本,仟元,2017,15703088
33955322,G,收入、成本與淨利,營業費用,仟元,2017,708455
33955322,G,收入、成本與淨利,淨利,仟元,2017,-186493
72055019,G,收入、成本與淨利,營業收入,仟元,2017,2667098
72055019,G,收入、成本與淨利,營業成本,仟元,2017,2459899
72055019,G,收入、成本與淨利,營業費用,仟元,2017,362796
72055019,G,收入、成本與淨利,淨利,仟元,2017,57279
22266307,G,收入、成本與淨利,營業收入,仟元,2017,9037004
22266307,G,收入、成本與淨利,營業成本,仟元,2017,8400255
22266307,G,收入、成本與淨利,營業費用,仟元,2017,531566
22266307,G,收入、成本與淨利,淨利,仟元,2017,281488
4301794,G,收入、成本與淨利,營業收入,仟元,2017,1890004
4301794,G,收入、成本與淨利,營業成本,仟元,2017,1729600
4301794,G,收入、成本與淨利,營業費用,仟元,2017,139548
4301794,G,收入、成本與淨利,淨利,仟元,2017,18888
43295237,G,收入、成本與淨利,營業收入,仟元,2017,14974969
43295237,G,收入、成本與淨利,營業成本,仟元,2017,14138477
43295237,G,收入、成本與淨利,營業費用,仟元,2017,515469
43295237,G,收入、成本與淨利,淨利,仟元,2017,361315
7669338,G,收入、成本與淨利,營業收入,仟元,2017,5055939
7669338,G,收入、成本與淨利,營業成本,仟元,2017,4507572
7669338,G,收入、成本與淨利,營業費用,仟元,2017,321615
7669338,G,收入、成本與淨利,淨利,仟元,2017,709000
33653494,G,收入、成本與淨利,營業收入,仟元,2017,3406413
33653494,G,收入、成本與淨利,營業成本,仟元,2017,3363343
33653494,G,收入、成本與淨利,營業費用,仟元,2017,160093
33653494,G,收入、成本與淨利,淨利,仟元,2017,95719
22817999,G,收入、成本與淨利,營業收入,仟元,2017,8847214
22817999,G,收入、成本與淨利,營業成本,仟元,2017,7111138
22817999,G,收入、成本與淨利,營業費用,仟元,2017,1381240
22817999,G,收入、成本與淨利,淨利,仟元,2017,215146
7715023,G,收入、成本與淨利,營業收入,仟元,2017,1720639
7715023,G,收入、成本與淨利,營業成本,仟元,2017,892772
7715023,G,收入、成本與淨利,營業費用,仟元,2017,211111
7715023,G,收入、成本與淨利,淨利,仟元,2017,684403
73686632,G,收入、成本與淨利,營業收入,仟元,2017,7933432
73686632,G,收入、成本與淨利,營業成本,仟元,2017,6440099
73686632,G,收入、成本與淨利,營業費用,仟元,2017,1054673
73686632,G,收入、成本與淨利,淨利,仟元,2017,414561
33700601,G,收入、成本與淨利,營業收入,仟元,2017,1874161
33700601,G,收入、成本與淨利,營業成本,仟元,2017,1683493
33700601,G,收入、成本與淨利,營業費用,仟元,2017,206463
33700601,G,收入、成本與淨利,淨利,仟元,2017,34606
22976047,G,收入、成本與淨利,營業收入,仟元,2017,3966172
22976047,G,收入、成本與淨利,營業成本,仟元,2017,3695367
22976047,G,收入、成本與淨利,營業費用,仟元,2017,244063
22976047,G,收入、成本與淨利,淨利,仟元,2017,-2961
69559487,G,收入、成本與淨利,營業收入,仟元,2017,7259347
69559487,G,收入、成本與淨利,營業成本,仟元,2017,5833771
69559487,G,收入、成本與淨利,營業費用,仟元,2017,1348706
69559487,G,收入、成本與淨利,淨利,仟元,2017,-70166
36123364,G,收入、成本與淨利,營業收入,仟元,2017,599466
36123364,G,收入、成本與淨利,營業成本,仟元,2017,553557
36123364,G,收入、成本與淨利,營業費用,仟元,2017,149774
36123364,G,收入、成本與淨利,淨利,仟元,2017,-102701
22267777,G,收入、成本與淨利,營業收入,仟元,2017,701061
22267777,G,收入、成本與淨利,營業成本,仟元,2017,550707
22267777,G,收入、成本與淨利,營業費用,仟元,2017,112926
22267777,G,收入、成本與淨利,淨利,仟元,2017,41834
7029919,G,收入、成本與淨利,營業收入,仟元,2017,756930
7029919,G,收入、成本與淨利,營業成本,仟元,2017,733307
7029919,G,收入、成本與淨利,營業費用,仟元,2017,71705
7029919,G,收入、成本與淨利,淨利,仟元,2017,-45948
68919702,G,收入、成本與淨利,營業收入,仟元,2017,8328546
68919702,G,收入、成本與淨利,營業成本,仟元,2017,7281885
68919702,G,收入、成本與淨利,營業費用,仟元,2017,1031850
68919702,G,收入、成本與淨利,淨利,仟元,2017,48932
58003997,G,收入、成本與淨利,營業收入,仟元,2017,3361577
58003997,G,收入、成本與淨利,營業成本,仟元,2017,2901913
58003997,G,收入、成本與淨利,營業費用,仟元,2017,286048
58003997,G,收入、成本與淨利,淨利,仟元,2017,107878
23912057,G,收入、成本與淨利,營業收入,仟元,2017,123597
23912057,G,收入、成本與淨利,營業成本,仟元,2017,146940
23912057,G,收入、成本與淨利,營業費用,仟元,2017,31476
23912057,G,收入、成本與淨利,淨利,仟元,2017,-59480
35884479,G,收入、成本與淨利,營業收入,仟元,2017,24231970
35884479,G,收入、成本與淨利,營業成本,仟元,2017,17565757
35884479,G,收入、成本與淨利,營業費用,仟元,2017,2467291
35884479,G,收入、成本與淨利,淨利,仟元,2017,3052055
23609668,G,收入、成本與淨利,營業收入,仟元,2017,22375000
23609668,G,收入、成本與淨利,營業成本,仟元,2017,18050945
23609668,G,收入、成本與淨利,營業費用,仟元,2017,2556802
23609668,G,收入、成本與淨利,淨利,仟元,2017,1296616
49744324,G,收入、成本與淨利,營業收入,仟元,2017,10088226
49744324,G,收入、成本與淨利,營業成本,仟元,2017,8913070
49744324,G,收入、成本與淨利,營業費用,仟元,2017,1350191
49744324,G,收入、成本與淨利,淨利,仟元,2017,-386722
16229261,G,收入、成本與淨利,營業收入,仟元,2017,1897487
16229261,G,收入、成本與淨利,營業成本,仟元,2017,1296683
16229261,G,收入、成本與淨利,營業費用,仟元,2017,255178
16229261,G,收入、成本與淨利,淨利,仟元,2017,206244
22927617,G,收入、成本與淨利,營業收入,仟元,2017,6586282
22927617,G,收入、成本與淨利,營業成本,仟元,2017,6117899
22927617,G,收入、成本與淨利,營業費用,仟元,2017,257473
22927617,G,收入、成本與淨利,淨利,仟元,2017,109941
89620361,G,收入、成本與淨利,營業收入,仟元,2017,10203655
89620361,G,收入、成本與淨利,營業成本,仟元,2017,8780573
89620361,G,收入、成本與淨利,營業費用,仟元,2017,767744
89620361,G,收入、成本與淨利,淨利,仟元,2017,546996
76545523,G,收入、成本與淨利,營業收入,仟元,2017,4405897
76545523,G,收入、成本與淨利,營業成本,仟元,2017,3594324
76545523,G,收入、成本與淨利,營業費用,仟元,2017,489988
76545523,G,收入、成本與淨利,淨利,仟元,2017,259225
3522600,G,收入、成本與淨利,營業收入,仟元,2016,215855921
3522600,G,收入、成本與淨利,營業成本,仟元,2016,164684799
3522600,G,收入、成本與淨利,營業費用,仟元,2016,36634868
3522600,G,收入、成本與淨利,淨利,仟元,2016,12702690
35082604,G,收入、成本與淨利,營業收入,仟元,2016,8894218
35082604,G,收入、成本與淨利,營業成本,仟元,2016,7344446
35082604,G,收入、成本與淨利,營業費用,仟元,2016,1511746
35082604,G,收入、成本與淨利,淨利,仟元,2016,-8626
7435515,G,收入、成本與淨利,營業收入,仟元,2016,34435310
7435515,G,收入、成本與淨利,營業成本,仟元,2016,33176612
7435515,G,收入、成本與淨利,營業費用,仟元,2016,2673612
7435515,G,收入、成本與淨利,淨利,仟元,2016,954566
35286207,G,收入、成本與淨利,營業收入,仟元,2016,599829
35286207,G,收入、成本與淨利,營業成本,仟元,2016,368230
35286207,G,收入、成本與淨利,營業費用,仟元,2016,80245
35286207,G,收入、成本與淨利,淨利,仟元,2016,129579
7220710,G,收入、成本與淨利,營業收入,仟元,2016,2192734
7220710,G,收入、成本與淨利,營業成本,仟元,2016,2188940
7220710,G,收入、成本與淨利,營業費用,仟元,2016,55589
7220710,G,收入、成本與淨利,淨利,仟元,2016,-62606
11825825,G,收入、成本與淨利,營業收入,仟元,2016,2970369
11825825,G,收入、成本與淨利,營業成本,仟元,2016,2391927
11825825,G,收入、成本與淨利,營業費用,仟元,2016,970236
11825825,G,收入、成本與淨利,淨利,仟元,2016,-170959
7435901,G,收入、成本與淨利,營業收入,仟元,2016,1339575
7435901,G,收入、成本與淨利,營業成本,仟元,2016,1034202
7435901,G,收入、成本與淨利,營業費用,仟元,2016,343923
7435901,G,收入、成本與淨利,淨利,仟元,2016,150610
11311608,G,收入、成本與淨利,營業收入,仟元,2016,652812
11311608,G,收入、成本與淨利,營業成本,仟元,2016,607464
11311608,G,收入、成本與淨利,營業費用,仟元,2016,36761
11311608,G,收入、成本與淨利,淨利,仟元,2016,4995
14001199,G,收入、成本與淨利,營業收入,仟元,2016,39848986
14001199,G,收入、成本與淨利,營業成本,仟元,2016,34354879
14001199,G,收入、成本與淨利,營業費用,仟元,2016,2721875
14001199,G,收入、成本與淨利,淨利,仟元,2016,3840500
11113403,G,收入、成本與淨利,營業收入,仟元,2016,359364
11113403,G,收入、成本與淨利,營業成本,仟元,2016,344346
11113403,G,收入、成本與淨利,營業費用,仟元,2016,32856
11113403,G,收入、成本與淨利,淨利,仟元,2016,25472
68919301,G,收入、成本與淨利,營業收入,仟元,2016,19457874
68919301,G,收入、成本與淨利,營業成本,仟元,2016,17196189
68919301,G,收入、成本與淨利,營業費用,仟元,2016,2097830
68919301,G,收入、成本與淨利,淨利,仟元,2016,476530
51037304,G,收入、成本與淨利,營業收入,仟元,2016,1591339
51037304,G,收入、成本與淨利,營業成本,仟元,2016,1598818
51037304,G,收入、成本與淨利,營業費用,仟元,2016,181582
51037304,G,收入、成本與淨利,淨利,仟元,2016,-211785
7663290,G,收入、成本與淨利,營業收入,仟元,2016,9612742
7663290,G,收入、成本與淨利,營業成本,仟元,2016,8917522
7663290,G,收入、成本與淨利,營業費用,仟元,2016,574898
7663290,G,收入、成本與淨利,淨利,仟元,2016,69547
7015014,G,收入、成本與淨利,營業收入,仟元,2016,1677198
7015014,G,收入、成本與淨利,營業成本,仟元,2016,1472421
7015014,G,收入、成本與淨利,營業費用,仟元,2016,144303
7015014,G,收入、成本與淨利,淨利,仟元,2016,62840
73641170,G,收入、成本與淨利,營業收入,仟元,2016,922575
73641170,G,收入、成本與淨利,營業成本,仟元,2016,694834
73641170,G,收入、成本與淨利,營業費用,仟元,2016,148816
73641170,G,收入、成本與淨利,淨利,仟元,2016,65176
33955322,G,收入、成本與淨利,營業收入,仟元,2016,14282759
33955322,G,收入、成本與淨利,營業成本,仟元,2016,13625967
33955322,G,收入、成本與淨利,營業費用,仟元,2016,665525
33955322,G,收入、成本與淨利,淨利,仟元,2016,-61824
72055019,G,收入、成本與淨利,營業收入,仟元,2016,3007385
72055019,G,收入、成本與淨利,營業成本,仟元,2016,2851906
72055019,G,收入、成本與淨利,營業費用,仟元,2016,369163
72055019,G,收入、成本與淨利,淨利,仟元,2016,-182024
22266307,G,收入、成本與淨利,營業收入,仟元,2016,13009849
22266307,G,收入、成本與淨利,營業成本,仟元,2016,11409913
22266307,G,收入、成本與淨利,營業費用,仟元,2016,778907
22266307,G,收入、成本與淨利,淨利,仟元,2016,730533
43121481,G,收入、成本與淨利,營業收入,仟元,2016,1973843
43121481,G,收入、成本與淨利,營業成本,仟元,2016,1663401
43121481,G,收入、成本與淨利,營業費用,仟元,2016,124256
43121481,G,收入、成本與淨利,淨利,仟元,2016,199508
4301794,G,收入、成本與淨利,營業收入,仟元,2016,1853917
4301794,G,收入、成本與淨利,營業成本,仟元,2016,1641807
4301794,G,收入、成本與淨利,營業費用,仟元,2016,154795
4301794,G,收入、成本與淨利,淨利,仟元,2016,53111
43295237,G,收入、成本與淨利,營業收入,仟元,2016,13045384
43295237,G,收入、成本與淨利,營業成本,仟元,2016,12360620
43295237,G,收入、成本與淨利,營業費用,仟元,2016,485571
43295237,G,收入、成本與淨利,淨利,仟元,2016,208328
7669338,G,收入、成本與淨利,營業收入,仟元,2016,4582499
7669338,G,收入、成本與淨利,營業成本,仟元,2016,4292634
7669338,G,收入、成本與淨利,營業費用,仟元,2016,277439
7669338,G,收入、成本與淨利,淨利,仟元,2016,33932
33653494,G,收入、成本與淨利,營業收入,仟元,2016,2946770
33653494,G,收入、成本與淨利,營業成本,仟元,2016,2844213
33653494,G,收入、成本與淨利,營業費用,仟元,2016,152530
33653494,G,收入、成本與淨利,淨利,仟元,2016,-437297
22817999,G,收入、成本與淨利,營業收入,仟元,2016,8810486
22817999,G,收入、成本與淨利,營業成本,仟元,2016,6875735
22817999,G,收入、成本與淨利,營業費用,仟元,2016,1342439
22817999,G,收入、成本與淨利,淨利,仟元,2016,524427
7715023,G,收入、成本與淨利,營業收入,仟元,2016,2117108
7715023,G,收入、成本與淨利,營業成本,仟元,2016,1215458
7715023,G,收入、成本與淨利,營業費用,仟元,2016,204150
7715023,G,收入、成本與淨利,淨利,仟元,2016,768932
73686632,G,收入、成本與淨利,營業收入,仟元,2016,7550482
73686632,G,收入、成本與淨利,營業成本,仟元,2016,6131481
73686632,G,收入、成本與淨利,營業費用,仟元,2016,941183
73686632,G,收入、成本與淨利,淨利,仟元,2016,442234
33700601,G,收入、成本與淨利,營業收入,仟元,2016,1955078
33700601,G,收入、成本與淨利,營業成本,仟元,2016,1627546
33700601,G,收入、成本與淨利,營業費用,仟元,2016,231814
33700601,G,收入、成本與淨利,淨利,仟元,2016,117548
22976047,G,收入、成本與淨利,營業收入,仟元,2016,3676208
22976047,G,收入、成本與淨利,營業成本,仟元,2016,3492261
22976047,G,收入、成本與淨利,營業費用,仟元,2016,265373
22976047,G,收入、成本與淨利,淨利,仟元,2016,-101282
69559487,G,收入、成本與淨利,營業收入,仟元,2016,7109396
69559487,G,收入、成本與淨利,營業成本,仟元,2016,5838692
69559487,G,收入、成本與淨利,營業費用,仟元,2016,1214854
69559487,G,收入、成本與淨利,淨利,仟元,2016,-162643
36123364,G,收入、成本與淨利,營業收入,仟元,2016,576532
36123364,G,收入、成本與淨利,營業成本,仟元,2016,440688
36123364,G,收入、成本與淨利,營業費用,仟元,2016,127518
36123364,G,收入、成本與淨利,淨利,仟元,2016,-45484
22267777,G,收入、成本與淨利,營業收入,仟元,2016,685778
22267777,G,收入、成本與淨利,營業成本,仟元,2016,531084
22267777,G,收入、成本與淨利,營業費用,仟元,2016,106879
22267777,G,收入、成本與淨利,淨利,仟元,2016,46956
7029919,G,收入、成本與淨利,營業收入,仟元,2016,798416
7029919,G,收入、成本與淨利,營業成本,仟元,2016,774307
7029919,G,收入、成本與淨利,營業費用,仟元,2016,81693
7029919,G,收入、成本與淨利,淨利,仟元,2016,64613
68919702,G,收入、成本與淨利,營業收入,仟元,2016,9332517
68919702,G,收入、成本與淨利,營業成本,仟元,2016,7807074
68919702,G,收入、成本與淨利,營業費用,仟元,2016,1231990
68919702,G,收入、成本與淨利,淨利,仟元,2016,181450
58003997,G,收入、成本與淨利,營業收入,仟元,2016,3243968
58003997,G,收入、成本與淨利,營業成本,仟元,2016,2797318
58003997,G,收入、成本與淨利,營業費用,仟元,2016,266363
58003997,G,收入、成本與淨利,淨利,仟元,2016,121650
23912057,G,收入、成本與淨利,營業收入,仟元,2016,184449
23912057,G,收入、成本與淨利,營業成本,仟元,2016,208960
23912057,G,收入、成本與淨利,營業費用,仟元,2016,41356
23912057,G,收入、成本與淨利,淨利,仟元,2016,-75718
35884479,G,收入、成本與淨利,營業收入,仟元,2016,24525694
35884479,G,收入、成本與淨利,營業成本,仟元,2016,17572504
35884479,G,收入、成本與淨利,營業費用,仟元,2016,2352323
35884479,G,收入、成本與淨利,淨利,仟元,2016,3659517
23609668,G,收入、成本與淨利,營業收入,仟元,2016,22127939
23609668,G,收入、成本與淨利,營業成本,仟元,2016,17610504
23609668,G,收入、成本與淨利,營業費用,仟元,2016,2568395
23609668,G,收入、成本與淨利,淨利,仟元,2016,1542631
49744324,G,收入、成本與淨利,營業收入,仟元,2016,2765355
49744324,G,收入、成本與淨利,營業成本,仟元,2016,2650650
49744324,G,收入、成本與淨利,營業費用,仟元,2016,348016
49744324,G,收入、成本與淨利,淨利,仟元,2016,-280410
16229261,G,收入、成本與淨利,營業收入,仟元,2016,2477249
16229261,G,收入、成本與淨利,營業成本,仟元,2016,1293607
16229261,G,收入、成本與淨利,營業費用,仟元,2016,295215
16229261,G,收入、成本與淨利,淨利,仟元,2016,707369
22927617,G,收入、成本與淨利,營業收入,仟元,2016,5892975
22927617,G,收入、成本與淨利,營業成本,仟元,2016,5530506
22927617,G,收入、成本與淨利,營業費用,仟元,2016,222398
22927617,G,收入、成本與淨利,淨利,仟元,2016,47233
89620361,G,收入、成本與淨利,營業收入,仟元,2016,9038818
89620361,G,收入、成本與淨利,營業成本,仟元,2016,7525810
89620361,G,收入、成本與淨利,營業費用,仟元,2016,778757
89620361,G,收入、成本與淨利,淨利,仟元,2016,698307
